,limit_bal,marriage,age,l_education,sex,education_graduate school,education_high school,education_other,education_university,default_status,limit_cat,months_behind
3601,40000,1,45,3,1,0,0,0,1,1,0,0
3602,80000,1,25,3,1,0,0,0,1,0,0,0
3603,50000,2,22,1,0,0,1,0,0,1,0,0
3604,370000,1,46,0,1,1,0,0,0,0,2,0
3605,130000,2,28,3,0,0,0,0,1,0,1,0
3606,710000,1,40,3,1,0,0,0,1,1,2,0
3607,180000,2,24,1,1,0,1,0,0,0,1,0
3608,80000,1,30,3,1,0,0,0,1,0,0,2
3609,560000,2,32,0,1,1,0,0,0,0,2,0
3610,170000,2,26,0,1,1,0,0,0,0,1,0
3611,30000,1,63,1,1,0,1,0,0,0,0,0
3612,430000,2,30,0,1,1,0,0,0,0,2,0
3613,500000,1,37,3,1,0,0,0,1,0,2,0
3614,10000,2,26,3,0,0,0,0,1,1,0,0
3615,130000,2,25,0,1,1,0,0,0,0,1,0
3616,160000,2,50,3,1,0,0,0,1,0,1,0
3617,150000,2,33,0,0,1,0,0,0,1,1,0
3618,340000,1,43,3,1,0,0,0,1,0,2,0
3619,200000,1,37,3,1,0,0,0,1,0,1,0
3620,130000,2,37,3,0,0,0,0,1,0,1,0
3621,320000,1,30,1,1,0,1,0,0,0,2,0
3622,50000,1,54,1,0,0,1,0,0,0,0,0
3623,360000,1,46,0,0,1,0,0,0,0,2,0
3624,420000,2,29,3,1,0,0,0,1,0,2,0
3625,110000,2,30,0,0,1,0,0,0,0,1,0
3626,80000,2,35,3,0,0,0,0,1,0,0,0
3627,60000,1,43,1,1,0,1,0,0,1,0,0
3628,60000,2,24,3,0,0,0,0,1,0,0,0
3629,210000,2,26,3,0,0,0,0,1,0,2,0
3630,360000,1,46,0,1,1,0,0,0,0,2,0
3631,20000,2,48,3,0,0,0,0,1,0,0,0
3632,150000,2,42,0,1,1,0,0,0,0,1,0
3633,310000,2,30,1,0,0,1,0,0,0,2,0
3634,240000,1,40,3,1,0,0,0,1,1,2,2
3635,160000,1,55,1,1,0,1,0,0,0,1,0
3636,240000,2,40,0,1,1,0,0,0,0,2,0
3637,20000,2,22,0,0,1,0,0,0,0,0,0
3638,190000,1,55,0,0,1,0,0,0,1,1,0
3639,280000,1,40,3,1,0,0,0,1,0,2,0
3640,80000,3,58,3,0,0,0,0,1,0,0,0
3641,290000,1,49,1,1,0,1,0,0,0,2,0
3642,200000,1,34,0,1,1,0,0,0,0,1,0
3643,320000,1,50,0,0,1,0,0,0,0,2,0
3644,350000,2,27,3,1,0,0,0,1,0,2,0
3645,110000,2,33,0,0,1,0,0,0,0,1,2
3646,300000,1,37,3,1,0,0,0,1,1,2,0
3647,500000,1,44,0,1,1,0,0,0,0,2,0
3648,120000,2,35,0,1,1,0,0,0,0,1,0
3649,80000,3,31,1,1,0,1,0,0,0,0,0
3650,200000,2,33,3,1,0,0,0,1,1,1,0
3651,150000,2,26,0,1,1,0,0,0,1,1,0
3652,150000,2,40,0,1,1,0,0,0,0,1,0
3653,210000,1,42,3,0,0,0,0,1,0,2,0
3654,150000,2,36,3,0,0,0,0,1,1,1,0
3655,50000,2,26,0,1,1,0,0,0,0,0,0
3656,80000,1,33,3,0,0,0,0,1,0,0,0
3657,50000,1,34,3,0,0,0,0,1,0,0,0
3658,20000,1,50,3,1,0,0,0,1,0,0,0
3659,50000,1,37,3,0,0,0,0,1,0,0,0
3660,50000,2,29,0,0,1,0,0,0,0,0,2
3661,280000,1,46,3,0,0,0,0,1,1,2,2
3662,230000,1,51,3,0,0,0,0,1,0,2,0
3663,230000,2,30,3,0,0,0,0,1,1,2,0
3664,80000,1,37,1,1,0,1,0,0,0,0,0
3665,60000,3,35,3,1,0,0,0,1,0,0,0
3666,200000,1,37,3,0,0,0,0,1,0,1,0
3667,30000,2,22,1,1,0,1,0,0,0,0,0
3668,340000,2,34,0,1,1,0,0,0,0,2,0
3669,250000,1,40,3,1,0,0,0,1,0,2,0
3670,200000,1,52,0,0,1,0,0,0,0,1,0
3671,150000,2,39,0,0,1,0,0,0,0,1,0
3672,100000,1,53,1,1,0,1,0,0,0,1,0
3673,220000,1,41,3,1,0,0,0,1,0,2,0
3674,140000,2,32,0,0,1,0,0,0,1,1,0
3675,40000,1,28,0,0,1,0,0,0,1,0,0
3676,200000,2,30,3,1,0,0,0,1,0,1,0
3677,520000,2,35,0,1,1,0,0,0,0,2,0
3678,30000,1,22,3,1,0,0,0,1,0,0,0
3679,20000,2,28,3,0,0,0,0,1,0,0,0
3680,50000,2,40,3,0,0,0,0,1,1,0,0
3681,300000,2,29,1,1,0,1,0,0,0,2,0
3682,500000,2,36,0,1,1,0,0,0,0,2,0
3683,490000,2,27,3,1,0,0,0,1,0,2,0
3684,200000,2,27,0,0,1,0,0,0,0,1,0
3685,40000,2,23,0,1,1,0,0,0,1,0,0
3686,150000,2,28,0,1,1,0,0,0,0,1,0
3687,50000,1,29,0,0,1,0,0,0,1,0,0
3688,100000,2,27,3,0,0,0,0,1,0,1,0
3689,50000,1,42,1,1,0,1,0,0,1,0,2
3690,130000,2,25,3,1,0,0,0,1,0,1,0
3691,70000,2,27,0,1,1,0,0,0,0,0,0
3692,30000,1,30,0,1,1,0,0,0,0,0,2
3693,50000,2,28,0,0,1,0,0,0,0,0,0
3694,80000,1,45,0,0,1,0,0,0,1,0,0
3695,220000,2,30,0,1,1,0,0,0,0,2,0
3696,200000,1,45,3,0,0,0,0,1,0,1,0
3697,120000,2,24,3,1,0,0,0,1,0,1,0
3698,100000,2,25,3,1,0,0,0,1,0,1,0
3699,100000,1,59,1,1,0,1,0,0,0,1,0
3700,50000,2,23,0,1,1,0,0,0,0,0,0
3701,240000,1,37,3,0,0,0,0,1,0,2,0
3702,60000,2,28,0,0,1,0,0,0,0,0,2
3703,260000,1,34,3,1,0,0,0,1,1,2,0
3704,30000,1,56,1,1,0,1,0,0,1,0,2
3705,440000,1,40,1,1,0,1,0,0,0,2,0
3706,360000,2,30,3,1,0,0,0,1,0,2,0
3707,50000,2,26,0,1,1,0,0,0,1,0,0
3708,270000,1,50,0,0,1,0,0,0,0,2,0
3709,150000,2,27,0,1,1,0,0,0,0,1,0
3710,200000,2,26,1,0,0,1,0,0,0,1,0
3711,50000,1,36,3,1,0,0,0,1,0,0,0
3712,210000,2,33,0,1,1,0,0,0,0,2,0
3713,50000,2,27,3,1,0,0,0,1,1,0,0
3714,50000,2,24,3,0,0,0,0,1,0,0,0
3715,440000,2,29,0,0,1,0,0,0,0,2,0
3716,60000,2,28,0,1,1,0,0,0,1,0,2
3717,70000,1,41,3,1,0,0,0,1,0,0,0
3718,290000,2,25,3,1,0,0,0,1,0,2,0
3719,140000,2,29,3,0,0,0,0,1,0,1,0
3720,310000,2,33,3,1,0,0,0,1,0,2,0
3721,450000,2,36,0,1,1,0,0,0,0,2,0
3722,360000,1,34,0,0,1,0,0,0,0,2,0
3723,550000,1,34,3,1,0,0,0,1,0,2,0
3724,180000,1,44,0,0,1,0,0,0,0,1,0
3725,140000,1,37,3,0,0,0,0,1,0,1,0
3726,50000,2,33,0,0,1,0,0,0,0,0,0
3727,200000,1,30,3,1,0,0,0,1,0,1,0
3728,60000,1,39,3,0,0,0,0,1,0,0,0
3729,140000,2,28,0,0,1,0,0,0,0,1,0
3730,70000,1,42,3,0,0,0,0,1,0,0,0
3731,20000,1,50,3,1,0,0,0,1,0,0,2
3732,100000,1,24,3,1,0,0,0,1,0,1,0
3733,360000,2,33,0,0,1,0,0,0,0,2,0
3734,100000,1,24,1,1,0,1,0,0,0,1,0
3735,160000,2,41,1,1,0,1,0,0,0,1,0
3736,160000,2,27,3,1,0,0,0,1,0,1,0
3737,130000,2,26,3,0,0,0,0,1,1,1,0
3738,100000,1,40,1,1,0,1,0,0,0,1,0
3739,90000,1,35,0,0,1,0,0,0,1,1,2
3740,80000,2,23,3,0,0,0,0,1,0,0,0
3741,220000,1,28,3,1,0,0,0,1,1,2,2
3742,260000,1,39,0,1,1,0,0,0,1,2,0
3743,30000,1,45,1,0,0,1,0,0,1,0,4
3744,100000,1,40,3,1,0,0,0,1,1,1,0
3745,80000,2,39,3,0,0,0,0,1,0,0,0
3746,20000,2,31,3,1,0,0,0,1,0,0,0
3747,140000,1,41,0,0,1,0,0,0,0,1,0
3748,30000,2,25,0,1,1,0,0,0,1,0,0
3749,90000,1,39,3,0,0,0,0,1,0,1,0
3750,150000,2,23,3,1,0,0,0,1,0,1,0
3751,250000,1,28,1,0,0,1,0,0,0,2,0
3752,20000,1,37,3,1,0,0,0,1,1,0,0
3753,50000,1,28,3,0,0,0,0,1,0,0,0
3754,100000,1,31,3,0,0,0,0,1,1,1,0
3755,500000,1,46,0,0,1,0,0,0,0,2,0
3756,50000,1,36,3,1,0,0,0,1,0,0,0
3757,40000,2,27,0,1,1,0,0,0,0,0,0
3758,80000,1,35,3,1,0,0,0,1,0,0,2
3759,100000,1,35,0,0,1,0,0,0,0,1,0
3760,180000,2,29,0,0,1,0,0,0,0,1,0
3761,90000,1,53,1,1,0,1,0,0,0,1,0
3762,10000,2,23,3,1,0,0,0,1,0,0,0
3763,200000,2,33,0,1,1,0,0,0,0,1,0
3764,80000,1,57,1,0,0,1,0,0,1,0,2
3765,90000,2,33,3,0,0,0,0,1,1,1,2
3766,80000,1,42,3,1,0,0,0,1,1,0,0
3767,90000,2,24,3,1,0,0,0,1,1,1,0
3768,80000,1,46,3,1,0,0,0,1,0,0,0
3769,140000,2,27,0,0,1,0,0,0,1,1,0
3770,480000,1,39,3,0,0,0,0,1,0,2,0
3771,230000,1,39,0,0,1,0,0,0,0,2,0
3772,70000,2,27,0,0,1,0,0,0,1,0,0
3773,200000,2,39,0,1,1,0,0,0,0,1,0
3774,180000,2,35,0,1,1,0,0,0,0,1,0
3775,190000,1,37,1,0,0,1,0,0,0,1,0
3776,20000,1,24,3,1,0,0,0,1,0,0,2
3777,10000,2,24,0,0,1,0,0,0,1,0,0
3778,80000,1,45,0,1,1,0,0,0,0,0,0
3779,60000,2,28,1,0,0,1,0,0,0,0,2
3780,500000,2,37,0,1,1,0,0,0,0,2,0
3781,50000,2,42,1,0,0,1,0,0,1,0,0
3782,360000,2,28,0,1,1,0,0,0,0,2,0
3783,10000,1,56,1,1,0,1,0,0,0,0,0
3784,300000,1,54,0,0,1,0,0,0,1,2,0
3785,70000,1,48,3,0,0,0,0,1,0,0,0
3786,250000,1,32,3,1,0,0,0,1,0,2,0
3787,10000,1,51,1,0,0,1,0,0,1,0,0
3788,140000,1,28,1,1,0,1,0,0,0,1,0
3789,100000,1,40,3,1,0,0,0,1,0,1,0
3790,110000,1,31,0,1,1,0,0,0,0,1,0
3791,210000,1,38,3,0,0,0,0,1,0,2,0
3792,210000,1,40,0,1,1,0,0,0,0,2,0
3793,70000,2,26,3,1,0,0,0,1,1,0,2
3794,20000,1,47,3,0,0,0,0,1,0,0,0
3795,220000,2,31,0,0,1,0,0,0,0,2,0
3796,20000,3,51,1,1,0,1,0,0,1,0,2
3797,80000,1,28,0,0,1,0,0,0,0,0,0
3798,500000,1,42,3,1,0,0,0,1,1,2,0
3799,210000,2,66,1,0,0,1,0,0,0,2,0
3800,80000,2,27,3,0,0,0,0,1,1,0,0
3801,50000,1,37,3,1,0,0,0,1,0,0,0
3802,240000,1,35,0,0,1,0,0,0,0,2,0
3803,150000,2,23,3,1,0,0,0,1,0,1,2
3804,210000,1,49,3,1,0,0,0,1,0,2,0
3805,360000,2,28,3,1,0,0,0,1,1,2,0
3806,230000,1,29,2,1,0,0,1,0,0,2,0
3807,500000,2,35,0,0,1,0,0,0,0,2,0
3808,150000,1,34,3,1,0,0,0,1,0,1,0
3809,30000,2,31,3,1,0,0,0,1,1,0,3
3810,470000,1,57,0,0,1,0,0,0,0,2,0
3811,200000,1,59,0,0,1,0,0,0,0,1,2
3812,470000,2,35,0,0,1,0,0,0,0,2,0
3813,310000,2,32,0,0,1,0,0,0,0,2,0
3814,210000,2,28,0,1,1,0,0,0,0,2,0
3815,500000,1,41,3,1,0,0,0,1,0,2,0
3816,80000,2,27,3,1,0,0,0,1,0,0,2
3817,20000,2,38,1,0,0,1,0,0,1,0,0
3818,150000,2,32,1,0,0,1,0,0,0,1,0
3819,390000,1,39,1,0,0,1,0,0,0,2,0
3820,10000,2,29,0,0,1,0,0,0,0,0,0
3821,390000,1,46,1,1,0,1,0,0,0,2,0
3822,210000,1,41,1,0,0,1,0,0,1,2,0
3823,350000,1,33,0,1,1,0,0,0,1,2,0
3824,150000,2,35,0,1,1,0,0,0,0,1,0
3825,210000,1,36,3,1,0,0,0,1,0,2,0
3826,100000,1,55,0,0,1,0,0,0,0,1,0
3827,210000,2,36,0,0,1,0,0,0,1,2,0
3828,290000,1,48,3,1,0,0,0,1,0,2,0
3829,330000,1,50,3,0,0,0,0,1,1,2,0
3830,50000,2,37,3,0,0,0,0,1,0,0,0
3831,80000,2,27,1,0,0,1,0,0,0,0,0
3832,340000,1,35,3,0,0,0,0,1,0,2,0
3833,120000,1,38,1,0,0,1,0,0,0,1,0
3834,30000,2,22,3,1,0,0,0,1,0,0,0
3835,260000,2,35,0,1,1,0,0,0,0,2,0
3836,50000,1,64,3,0,0,0,0,1,0,0,0
3837,420000,2,25,1,1,0,1,0,0,1,2,0
3838,130000,1,28,3,1,0,0,0,1,0,1,0
3839,270000,1,30,3,1,0,0,0,1,0,2,0
3840,50000,2,30,1,0,0,1,0,0,0,0,0
3841,20000,1,34,3,0,0,0,0,1,1,0,0
3842,140000,1,34,3,1,0,0,0,1,0,1,0
3843,100000,1,35,3,1,0,0,0,1,0,1,0
3844,50000,2,41,1,0,0,1,0,0,0,0,2
3845,500000,2,37,0,0,1,0,0,0,0,2,0
3846,80000,1,35,3,0,0,0,0,1,0,0,0
3847,220000,1,34,3,1,0,0,0,1,1,2,0
3848,30000,1,34,3,0,0,0,0,1,0,0,2
3849,240000,2,26,3,0,0,0,0,1,0,2,0
3850,220000,1,41,1,0,0,1,0,0,0,2,0
3851,320000,1,32,3,0,0,0,0,1,0,2,0
3852,230000,1,36,3,1,0,0,0,1,0,2,2
3853,20000,2,44,1,0,0,1,0,0,0,0,0
3854,280000,1,34,3,1,0,0,0,1,0,2,0
3855,110000,1,44,3,0,0,0,0,1,0,1,0
3856,180000,1,26,3,1,0,0,0,1,0,1,0
3857,100000,1,51,1,0,0,1,0,0,0,1,0
3858,80000,1,37,3,0,0,0,0,1,0,0,0
3859,260000,2,30,1,1,0,1,0,0,0,2,0
3860,110000,2,25,3,1,0,0,0,1,0,1,0
3861,150000,1,31,3,1,0,0,0,1,0,1,0
3862,180000,2,35,3,1,0,0,0,1,0,1,0
3863,230000,1,28,3,1,0,0,0,1,0,2,0
3864,500000,2,27,0,1,1,0,0,0,0,2,0
3865,300000,2,30,3,0,0,0,0,1,0,2,0
3866,180000,2,31,3,1,0,0,0,1,0,1,0
3867,30000,2,24,3,1,0,0,0,1,1,0,3
3868,110000,2,29,1,1,0,1,0,0,0,1,0
3869,100000,1,28,3,1,0,0,0,1,0,1,0
3870,390000,2,31,0,0,1,0,0,0,0,2,0
3871,180000,1,35,2,1,0,0,1,0,0,1,0
3872,300000,1,37,1,1,0,1,0,0,0,2,0
3873,260000,2,36,0,1,1,0,0,0,0,2,0
3874,360000,2,29,3,1,0,0,0,1,0,2,0
3875,80000,2,26,3,1,0,0,0,1,0,0,0
3876,100000,2,26,0,1,1,0,0,0,1,1,0
3877,20000,1,47,1,0,0,1,0,0,1,0,0
3878,210000,2,33,0,1,1,0,0,0,0,2,0
3879,10000,1,25,3,1,0,0,0,1,0,0,2
3880,150000,2,26,0,0,1,0,0,0,0,1,0
3881,360000,1,37,1,0,0,1,0,0,0,2,0
3882,80000,2,42,3,1,0,0,0,1,0,0,0
3883,130000,2,29,0,1,1,0,0,0,0,1,0
3884,30000,2,36,0,0,1,0,0,0,0,0,0
3885,430000,1,30,3,1,0,0,0,1,1,2,0
3886,20000,2,23,3,1,0,0,0,1,0,0,2
3887,50000,2,32,3,0,0,0,0,1,0,0,0
3888,140000,1,26,3,1,0,0,0,1,0,1,0
3889,200000,2,32,0,0,1,0,0,0,0,1,0
3890,80000,1,28,3,0,0,0,0,1,0,0,0
3891,50000,2,23,3,1,0,0,0,1,1,0,0
3892,280000,2,27,3,1,0,0,0,1,0,2,0
3893,710000,1,51,3,0,0,0,0,1,0,2,0
3894,180000,2,29,0,0,1,0,0,0,0,1,0
3895,500000,2,39,0,0,1,0,0,0,0,2,0
3896,360000,2,33,3,0,0,0,0,1,1,2,0
3897,50000,2,29,0,0,1,0,0,0,0,0,0
3898,80000,2,27,3,0,0,0,0,1,1,0,0
3899,50000,1,44,3,1,0,0,0,1,0,0,0
3900,50000,2,23,3,1,0,0,0,1,0,0,0
3901,150000,2,33,0,0,1,0,0,0,0,1,0
3902,360000,2,28,3,0,0,0,0,1,1,2,0
3903,50000,1,32,3,1,0,0,0,1,0,0,0
3904,50000,3,48,0,1,1,0,0,0,0,0,0
3905,200000,2,29,0,1,1,0,0,0,0,1,0
3906,80000,2,29,0,0,1,0,0,0,0,0,0
3907,140000,1,46,3,1,0,0,0,1,0,1,0
3908,20000,3,22,0,1,1,0,0,0,1,0,0
3909,80000,2,34,1,1,0,1,0,0,0,0,0
3910,110000,1,30,3,0,0,0,0,1,0,1,0
3911,140000,2,27,0,1,1,0,0,0,0,1,0
3912,300000,2,31,0,1,1,0,0,0,0,2,0
3913,50000,2,29,3,1,0,0,0,1,1,0,0
3914,180000,1,39,2,1,0,0,1,0,0,1,0
3915,290000,1,39,3,1,0,0,0,1,0,2,0
3916,60000,1,36,3,1,0,0,0,1,0,0,2
3917,100000,1,38,3,1,0,0,0,1,0,1,0
3918,30000,1,41,3,0,0,0,0,1,0,0,0
3919,220000,2,27,1,1,0,1,0,0,0,2,0
3920,230000,2,30,3,1,0,0,0,1,0,2,0
3921,30000,2,29,0,1,1,0,0,0,0,0,0
3922,20000,1,47,3,1,0,0,0,1,0,0,0
3923,50000,2,30,3,0,0,0,0,1,0,0,0
3924,80000,1,46,3,1,0,0,0,1,1,0,0
3925,90000,2,29,0,0,1,0,0,0,0,1,0
3926,80000,2,31,0,0,1,0,0,0,0,0,0
3927,50000,2,23,1,1,0,1,0,0,1,0,0
3928,50000,2,29,3,1,0,0,0,1,0,0,0
3929,20000,2,53,1,0,0,1,0,0,0,0,0
3930,250000,1,38,0,1,1,0,0,0,0,2,0
3931,120000,2,24,3,1,0,0,0,1,0,1,0
3932,110000,2,28,3,1,0,0,0,1,1,1,2
3933,160000,2,33,0,0,1,0,0,0,0,1,0
3934,80000,1,52,1,1,0,1,0,0,0,0,0
3935,410000,1,36,3,0,0,0,0,1,0,2,0
3936,100000,1,43,3,1,0,0,0,1,0,1,0
3937,750000,1,43,3,1,0,0,0,1,0,2,0
3938,30000,2,47,3,0,0,0,0,1,0,0,0
3939,80000,2,33,3,0,0,0,0,1,0,0,0
3940,430000,2,31,0,1,1,0,0,0,0,2,0
3941,480000,1,44,0,0,1,0,0,0,0,2,0
3942,360000,1,29,1,1,0,1,0,0,1,2,0
3943,150000,1,37,0,1,1,0,0,0,0,1,0
3944,130000,2,28,0,0,1,0,0,0,0,1,0
3945,40000,1,47,3,0,0,0,0,1,0,0,0
3946,280000,1,34,0,1,1,0,0,0,1,2,0
3947,40000,1,45,3,0,0,0,0,1,0,0,0
3948,120000,2,26,0,1,1,0,0,0,0,1,0
3949,290000,1,39,0,0,1,0,0,0,0,2,0
3950,250000,1,39,1,0,0,1,0,0,0,2,0
3951,200000,1,43,0,0,1,0,0,0,0,1,0
3952,80000,2,32,3,0,0,0,0,1,0,0,0
3953,130000,2,27,3,1,0,0,0,1,0,1,0
3954,290000,1,37,3,1,0,0,0,1,1,2,0
3955,180000,2,29,0,1,1,0,0,0,0,1,0
3956,360000,1,31,0,1,1,0,0,0,0,2,0
3957,140000,1,37,3,1,0,0,0,1,0,1,0
3958,350000,1,41,0,1,1,0,0,0,0,2,0
3959,260000,2,36,0,0,1,0,0,0,0,2,0
3960,40000,2,26,0,0,1,0,0,0,0,0,0
3961,180000,2,27,0,1,1,0,0,0,1,1,0
3962,80000,1,27,1,0,0,1,0,0,1,0,0
3963,500000,1,45,0,1,1,0,0,0,0,2,0
3964,80000,2,27,2,0,0,0,1,0,0,0,0
3965,30000,1,57,1,0,0,1,0,0,0,0,0
3966,220000,1,37,3,1,0,0,0,1,0,2,0
3967,70000,2,22,3,1,0,0,0,1,0,0,0
3968,510000,1,41,0,0,1,0,0,0,0,2,0
3969,20000,2,22,3,1,0,0,0,1,0,0,0
3970,100000,1,40,3,1,0,0,0,1,1,1,2
3971,340000,1,30,3,1,0,0,0,1,0,2,0
3972,180000,2,29,0,1,1,0,0,0,0,1,0
3973,290000,2,38,2,1,0,0,1,0,0,2,0
3974,80000,2,53,3,0,0,0,0,1,0,0,0
3975,280000,1,42,0,0,1,0,0,0,0,2,0
3976,180000,2,40,0,1,1,0,0,0,0,1,0
3977,140000,1,66,0,1,1,0,0,0,0,1,2
3978,500000,2,32,0,1,1,0,0,0,0,2,0
3979,230000,2,34,3,0,0,0,0,1,0,2,0
3980,250000,1,26,3,1,0,0,0,1,1,2,0
3981,10000,2,24,3,0,0,0,0,1,0,0,0
3982,230000,1,39,0,0,1,0,0,0,0,2,0
3983,70000,2,29,0,0,1,0,0,0,0,0,0
3984,140000,1,39,0,1,1,0,0,0,0,1,0
3985,430000,1,48,0,1,1,0,0,0,0,2,0
3986,120000,2,28,0,1,1,0,0,0,1,1,0
3987,20000,2,25,3,1,0,0,0,1,0,0,0
3988,30000,2,32,0,0,1,0,0,0,0,0,0
3989,80000,2,43,1,0,0,1,0,0,1,0,2
3990,400000,2,39,0,1,1,0,0,0,0,2,0
3991,200000,1,37,0,1,1,0,0,0,0,1,0
3992,30000,2,23,2,0,0,0,1,0,0,0,0
3993,50000,2,46,3,1,0,0,0,1,0,0,0
3994,250000,1,46,0,0,1,0,0,0,1,2,0
3995,120000,2,28,0,0,1,0,0,0,1,1,0
3996,80000,1,45,1,0,0,1,0,0,0,0,0
3997,430000,1,33,0,1,1,0,0,0,0,2,0
3998,120000,2,24,0,1,1,0,0,0,0,1,0
3999,20000,2,22,3,1,0,0,0,1,0,0,0
4000,20000,2,32,3,1,0,0,0,1,0,0,0
4001,80000,2,25,0,0,1,0,0,0,0,0,0
4002,20000,2,44,3,1,0,0,0,1,0,0,0
4003,140000,2,27,3,1,0,0,0,1,0,1,0
4004,10000,2,22,3,1,0,0,0,1,0,0,0
4005,220000,2,34,1,1,0,1,0,0,0,2,0
4006,60000,1,48,0,0,1,0,0,0,0,0,0
4007,80000,1,59,1,0,0,1,0,0,0,0,0
4008,30000,2,25,3,0,0,0,0,1,1,0,0
4009,140000,1,27,3,1,0,0,0,1,0,1,0
4010,20000,2,26,3,0,0,0,0,1,0,0,0
4011,100000,2,46,1,1,0,1,0,0,0,1,0
4012,220000,2,35,0,0,1,0,0,0,0,2,0
4013,80000,2,40,0,1,1,0,0,0,0,0,0
4014,80000,2,46,1,1,0,1,0,0,0,0,0
4015,130000,2,28,3,0,0,0,0,1,1,1,0
4016,300000,1,33,0,1,1,0,0,0,0,2,0
4017,60000,1,42,3,1,0,0,0,1,0,0,0
4018,360000,1,32,0,1,1,0,0,0,0,2,0
4019,10000,2,24,3,0,0,0,0,1,1,0,0
4020,50000,2,32,3,0,0,0,0,1,1,0,0
4021,50000,1,48,3,0,0,0,0,1,0,0,0
4022,200000,1,35,3,0,0,0,0,1,0,1,0
4023,30000,2,24,3,1,0,0,0,1,1,0,0
4024,220000,1,42,0,0,1,0,0,0,0,2,0
4025,200000,2,41,0,1,1,0,0,0,0,1,0
4026,80000,2,27,1,1,0,1,0,0,1,0,0
4027,200000,1,39,3,0,0,0,0,1,0,1,0
4028,240000,1,34,0,1,1,0,0,0,1,2,0
4029,500000,2,28,3,1,0,0,0,1,0,2,0
4030,230000,1,38,1,0,0,1,0,0,0,2,0
4031,20000,2,22,1,0,0,1,0,0,0,0,0
4032,50000,1,35,0,0,1,0,0,0,0,0,0
4033,100000,1,35,3,1,0,0,0,1,0,1,0
4034,230000,2,37,3,1,0,0,0,1,0,2,0
4035,60000,2,28,3,0,0,0,0,1,0,0,2
4036,120000,1,48,1,1,0,1,0,0,1,1,0
4037,130000,2,23,1,1,0,1,0,0,0,1,0
4038,50000,1,25,1,1,0,1,0,0,1,0,0
4039,400000,2,30,0,1,1,0,0,0,0,2,0
4040,240000,2,27,3,1,0,0,0,1,1,2,0
4041,70000,2,53,1,0,0,1,0,0,0,0,0
4042,20000,2,22,0,1,1,0,0,0,0,0,0
4043,50000,2,28,1,0,0,1,0,0,1,0,2
4044,240000,1,54,0,1,1,0,0,0,0,2,0
4045,380000,2,31,0,0,1,0,0,0,0,2,0
4046,50000,2,24,3,0,0,0,0,1,0,0,0
4047,50000,2,33,3,1,0,0,0,1,0,0,0
4048,430000,2,33,0,1,1,0,0,0,0,2,2
4049,60000,2,26,0,1,1,0,0,0,0,0,0
4050,30000,2,25,3,1,0,0,0,1,0,0,0
4051,170000,1,48,1,0,0,1,0,0,0,1,0
4052,70000,2,29,0,1,1,0,0,0,0,0,2
4053,130000,2,28,3,1,0,0,0,1,0,1,0
4054,50000,1,50,0,0,1,0,0,0,1,0,0
4055,20000,2,38,1,1,0,1,0,0,1,0,0
4056,50000,1,48,1,0,0,1,0,0,1,0,0
4057,20000,2,28,1,0,0,1,0,0,0,0,0
4058,110000,2,32,3,1,0,0,0,1,0,1,0
4059,90000,2,24,3,1,0,0,0,1,0,1,0
4060,180000,2,24,0,1,1,0,0,0,0,1,0
4061,50000,2,28,3,1,0,0,0,1,0,0,0
4062,200000,1,36,3,0,0,0,0,1,0,1,0
4063,20000,1,32,0,1,1,0,0,0,1,0,2
4064,50000,2,44,0,0,1,0,0,0,0,0,0
4065,170000,1,39,3,1,0,0,0,1,1,1,0
4066,380000,1,48,0,0,1,0,0,0,0,2,0
4067,30000,2,39,3,0,0,0,0,1,1,0,0
4068,30000,2,23,3,1,0,0,0,1,0,0,0
4069,160000,1,36,1,0,0,1,0,0,0,1,0
4070,60000,1,39,1,1,0,1,0,0,1,0,0
4071,450000,2,31,0,1,1,0,0,0,0,2,0
4072,80000,1,43,3,1,0,0,0,1,1,0,0
4073,90000,2,26,0,1,1,0,0,0,0,1,2
4074,30000,1,33,3,0,0,0,0,1,1,0,0
4075,50000,2,25,3,0,0,0,0,1,1,0,0
4076,30000,1,49,1,0,0,1,0,0,0,0,2
4077,50000,1,52,1,0,0,1,0,0,1,0,0
4078,320000,1,34,0,1,1,0,0,0,0,2,0
4079,300000,1,43,3,1,0,0,0,1,0,2,0
4080,390000,2,43,0,1,1,0,0,0,0,2,0
4081,50000,2,23,3,1,0,0,0,1,0,0,0
4082,20000,1,26,3,0,0,0,0,1,1,0,3
4083,90000,2,52,3,0,0,0,0,1,0,1,0
4084,300000,2,51,1,0,0,1,0,0,0,2,0
4085,300000,2,32,2,1,0,0,1,0,0,2,0
4086,200000,1,34,0,0,1,0,0,0,0,1,0
4087,50000,2,24,3,0,0,0,0,1,0,0,0
4088,20000,2,24,3,0,0,0,0,1,1,0,0
4089,390000,2,35,0,0,1,0,0,0,0,2,0
4090,70000,2,41,3,0,0,0,0,1,0,0,0
4091,300000,2,43,1,0,0,1,0,0,0,2,0
4092,140000,1,50,1,1,0,1,0,0,0,1,0
4093,200000,1,37,0,1,1,0,0,0,0,1,0
4094,80000,2,28,1,1,0,1,0,0,0,0,0
4095,80000,1,45,1,1,0,1,0,0,0,0,0
4096,170000,1,36,0,1,1,0,0,0,0,1,0
4097,50000,2,29,0,1,1,0,0,0,0,0,0
4098,100000,2,27,3,0,0,0,0,1,0,1,0
